Purchase_ID,Date,Time,Flavor,Price,Customer_Age,Customer_Location,Latitude,Longitude,Reason,Rating,Season
2093,2024-11-12,19:09,Strawberry,5.32,61,"Miami, FL",25.7617,-80.1918,Trying new,3,Winter
2094,2024-10-21,16:56,Cookies & Cream,3.18,45,"Boston, MA",42.3601,-71.0589,Recommended,1,Winter
2095,2024-11-24,19:48,Strawberry,3.29,22,"Miami, FL",25.7617,-80.1918,Seasonal choice,3,Winter
2096,2024-09-06,14:48,Mango,3.74,50,"Houston, TX",29.7604,-95.3698,Loves flavor,1,Fall
2097,2024-12-31,17:32,Pistachio,5.38,70,"Boston, MA",42.3601,-71.0589,,4,Winter
2098,2024-04-12,12:57,Vanilla,3.04,61,"Seattle, WA",47.6062,-122.3321,Loves flavor,3,Summer
2099,2024-01-29,15:42,Rocky Road,4.47,75,"Los Angeles, CA",34.0522,-118.2437,Favorite flavor,5,Spring
2100,2024-05-29,21:21,Cookies & Cream,5.79,61,"Atlanta, GA",33.749,-84.388,Seasonal choice,1,Summer
2101,2024-02-17,13:42,Pistachio,4.76,27,"San Francisco, CA",37.7749,-122.4194,,1,Spring
2102,2024-06-02,12:51,Coffee,5.3,40,"Houston, TX",29.7604,-95.3698,Recommended,1,Summer
2103,2024-11-10,10:56,Rocky Road,5.99,60,"Miami, FL",25.7617,-80.1918,Seasonal choice,5,Winter
2104,2024-03-30,10:18,Cookies & Cream,5.57,54,"Los Angeles, CA",34.0522,-118.2437,Loves flavor,4,Spring
2105,2024-07-25,15:19,Rocky Road,4.33,20,"Phoenix, AZ",33.4484,-112.074,,2,Fall
2106,2024-08-16,17:06,Matcha,5.92,49,"Denver, CO",39.7392,-104.9903,,1,Fall
2107,2024-04-17,14:13,Pistachio,4.86,28,"New York, NY",40.7128,-74.006,Favorite flavor,1,Summer
2108,2024-02-01,15:58,Strawberry,3.08,48,"Chicago, IL",41.8781,-87.6298,Favorite flavor,4,Spring
2109,2024-02-02,19:07,Peppermint,4.29,63,"Chicago, IL",41.8781,-87.6298,Recommended,4,Spring
2110,2024-05-26,22:18,Mango,3.13,76,"Chicago, IL",41.8781,-87.6298,Loves flavor,1,Summer
2111,2024-07-05,19:29,Vanilla,5.89,68,"Phoenix, AZ",33.4484,-112.074,,4,Fall
2112,2024-02-20,22:12,Rocky Road,3.39,60,"Boston, MA",42.3601,-71.0589,Trying new,1,Spring
2113,2024-02-05,18:32,Vanilla,5.68,44,"Phoenix, AZ",33.4484,-112.074,Recommended,5,Spring
2114,2024-12-17,14:24,Cookies & Cream,4.88,69,"San Francisco, CA",37.7749,-122.4194,,4,Winter
2115,2024-04-27,11:26,Vanilla,3.54,60,"Atlanta, GA",33.749,-84.388,Seasonal choice,3,Summer
2116,2024-09-20,21:46,Rocky Road,4.52,24,"New York, NY",40.7128,-74.006,,3,Fall
2117,2024-07-30,13:18,Matcha,4.54,44,"Seattle, WA",47.6062,-122.3321,Seasonal choice,4,Fall
2118,2024-10-29,14:39,Vanilla,5.87,35,"Miami, FL",25.7617,-80.1918,Recommended,2,Winter
2119,2024-08-02,20:52,Mango,3.86,11,"Dallas, TX",32.7767,-96.797,Trying new,5,Fall
2120,2024-09-04,14:12,Vanilla,4.48,34,"Phoenix, AZ",33.4484,-112.074,Favorite flavor,1,Fall
2121,2024-05-13,19:26,Mango,5.36,44,"New York, NY",40.7128,-74.006,Loves flavor,4,Summer
2122,2024-05-07,11:28,Matcha,4.18,26,"Seattle, WA",47.6062,-122.3321,Seasonal choice,5,Summer
2123,2024-06-26,14:04,Chocolate,3.22,65,"Chicago, IL",41.8781,-87.6298,Trying new,2,Summer
2124,2024-11-26,12:35,Matcha,5.17,35,"Boston, MA",42.3601,-71.0589,,1,Winter
2125,2024-06-04,16:53,Chocolate,4.91,29,"Phoenix, AZ",33.4484,-112.074,,1,Summer
2126,2024-08-27,13:45,Pistachio,4.5,22,"San Francisco, CA",37.7749,-122.4194,Favorite flavor,1,Fall
2127,2024-02-08,21:21,Rocky Road,5.35,61,"Miami, FL",25.7617,-80.1918,Seasonal choice,2,Spring
2128,2024-04-11,15:03,Pistachio,4.6,57,"Dallas, TX",32.7767,-96.797,Favorite flavor,1,Summer
2129,2024-10-04,20:46,Strawberry,5.4,15,"New York, NY",40.7128,-74.006,Favorite flavor,4,Winter
2130,2024-06-26,12:23,Vanilla,5.96,40,"Denver, CO",39.7392,-104.9903,Recommended,1,Summer
2131,2024-11-04,15:18,Rocky Road,5.17,80,"Seattle, WA",47.6062,-122.3321,Trying new,4,Winter
2132,2024-07-25,19:46,Vanilla,3.46,22,"Houston, TX",29.7604,-95.3698,,2,Fall
2133,2024-02-13,13:20,Strawberry,4.49,13,"Phoenix, AZ",33.4484,-112.074,Loves flavor,4,Spring
2134,2024-07-31,10:01,Cookies & Cream,4.15,59,"Phoenix, AZ",33.4484,-112.074,Favorite flavor,4,Fall
2135,2024-07-15,15:24,Peppermint,4.59,18,"Boston, MA",42.3601,-71.0589,Seasonal choice,1,Fall
2136,2024-08-20,19:38,Coffee,4.49,32,"Miami, FL",25.7617,-80.1918,Trying new,2,Fall
2137,2024-06-10,10:50,Vanilla,6.0,71,"New York, NY",40.7128,-74.006,,3,Summer
2138,2024-12-26,19:42,Coffee,3.53,64,"San Francisco, CA",37.7749,-122.4194,Seasonal choice,1,Winter
2139,2024-07-01,22:58,Strawberry,4.62,64,"Miami, FL",25.7617,-80.1918,Favorite flavor,1,Fall
2140,2024-01-29,16:49,Pistachio,4.86,65,"Denver, CO",39.7392,-104.9903,,1,Spring
2141,2024-02-28,21:28,Cookies & Cream,3.53,26,"Miami, FL",25.7617,-80.1918,Favorite flavor,2,Spring
2142,2024-04-15,11:34,Coffee,4.17,75,"Boston, MA",42.3601,-71.0589,Trying new,5,Summer
2143,2024-09-04,22:44,Peppermint,4.99,53,"New York, NY",40.7128,-74.006,Recommended,1,Fall
2144,2024-09-17,14:42,Rocky Road,3.54,47,"Miami, FL",25.7617,-80.1918,Trying new,4,Fall
2145,2024-04-16,22:56,Matcha,4.3,10,"Atlanta, GA",33.749,-84.388,Recommended,3,Summer
2146,2024-03-13,20:09,Rocky Road,3.31,52,"Chicago, IL",41.8781,-87.6298,Trying new,3,Spring
2147,2024-01-23,12:57,Vanilla,3.79,70,"Denver, CO",39.7392,-104.9903,Seasonal choice,1,Spring
2148,2024-09-17,21:05,Cookies & Cream,4.21,14,"Boston, MA",42.3601,-71.0589,Favorite flavor,1,Fall
2149,2024-12-11,21:19,Cookies & Cream,4.64,20,"Houston, TX",29.7604,-95.3698,Seasonal choice,3,Winter
2150,2024-12-03,15:10,Rocky Road,3.65,39,"Houston, TX",29.7604,-95.3698,Recommended,2,Winter
2151,2024-10-11,17:20,Rocky Road,3.63,23,"Atlanta, GA",33.749,-84.388,Trying new,1,Winter
2152,2024-08-30,19:38,Matcha,3.62,51,"Boston, MA",42.3601,-71.0589,Trying new,2,Fall
2153,2024-01-16,18:35,Matcha,4.54,69,"Miami, FL",25.7617,-80.1918,Recommended,2,Spring
2154,2024-11-15,14:36,Peppermint,4.22,56,"New York, NY",40.7128,-74.006,Loves flavor,3,Winter
2155,2024-07-30,14:28,Matcha,4.99,12,"Boston, MA",42.3601,-71.0589,Favorite flavor,4,Fall
2156,2024-01-13,12:13,Vanilla,4.6,23,"Phoenix, AZ",33.4484,-112.074,Favorite flavor,5,Spring
2157,2024-12-24,12:00,Matcha,5.61,55,"Los Angeles, CA",34.0522,-118.2437,,4,Winter
2158,2024-09-04,17:54,Coffee,5.55,20,"Denver, CO",39.7392,-104.9903,Seasonal choice,3,Fall
2159,2024-08-27,15:49,Mango,4.9,58,"Seattle, WA",47.6062,-122.3321,,4,Fall
2160,2024-12-08,20:46,Matcha,4.48,61,"Miami, FL",25.7617,-80.1918,Loves flavor,3,Winter
2161,2024-06-09,22:39,Mango,3.68,75,"Dallas, TX",32.7767,-96.797,Favorite flavor,2,Summer
2162,2024-06-21,15:19,Rocky Road,5.71,29,"Dallas, TX",32.7767,-96.797,,2,Summer
2163,2024-11-24,12:33,Coffee,5.49,61,"Atlanta, GA",33.749,-84.388,Favorite flavor,2,Winter
2164,2024-09-26,14:14,Chocolate,5.91,10,"Boston, MA",42.3601,-71.0589,Favorite flavor,1,Fall
2165,2024-10-22,14:43,Strawberry,4.76,52,"San Francisco, CA",37.7749,-122.4194,Favorite flavor,2,Winter
2166,2024-03-02,22:08,Matcha,5.64,14,"Houston, TX",29.7604,-95.3698,Seasonal choice,4,Spring
2167,2024-11-13,13:23,Vanilla,3.52,46,"Chicago, IL",41.8781,-87.6298,Loves flavor,1,Winter
2168,2024-02-26,19:59,Mango,5.21,38,"San Francisco, CA",37.7749,-122.4194,Trying new,1,Spring
2169,2024-05-08,22:39,Pistachio,5.9,34,"San Francisco, CA",37.7749,-122.4194,Trying new,3,Summer
2170,2024-08-09,10:04,Matcha,4.18,57,"San Francisco, CA",37.7749,-122.4194,Favorite flavor,4,Fall
2171,2024-03-02,21:56,Chocolate,5.99,69,"Los Angeles, CA",34.0522,-118.2437,,3,Spring
2172,2024-05-01,20:22,Chocolate,4.23,47,"Boston, MA",42.3601,-71.0589,Seasonal choice,2,Summer
2173,2024-01-03,11:47,Cookies & Cream,3.8,61,"Los Angeles, CA",34.0522,-118.2437,,5,Spring
2174,2024-03-09,13:00,Peppermint,5.99,70,"Dallas, TX",32.7767,-96.797,Loves flavor,2,Spring
2175,2024-11-12,17:47,Vanilla,4.0,60,"Atlanta, GA",33.749,-84.388,,4,Winter
2176,2024-06-07,15:50,Pistachio,5.55,44,"Los Angeles, CA",34.0522,-118.2437,,4,Summer
2177,2024-01-17,22:48,Pistachio,5.45,11,"Atlanta, GA",33.749,-84.388,Loves flavor,2,Spring
2178,2024-09-01,16:55,Mango,5.0,70,"Denver, CO",39.7392,-104.9903,Favorite flavor,4,Fall
2179,2024-07-31,14:21,Cookies & Cream,3.44,67,"San Francisco, CA",37.7749,-122.4194,Favorite flavor,2,Fall
2180,2024-10-15,12:05,Strawberry,3.74,24,"Boston, MA",42.3601,-71.0589,Loves flavor,2,Winter
2181,2024-07-19,15:46,Strawberry,4.83,37,"Los Angeles, CA",34.0522,-118.2437,Favorite flavor,4,Fall
2182,2024-07-09,16:22,Strawberry,3.71,34,"Los Angeles, CA",34.0522,-118.2437,Loves flavor,1,Fall
2183,2024-12-02,20:38,Coffee,4.05,59,"Seattle, WA",47.6062,-122.3321,Loves flavor,5,Winter
2184,2024-10-11,10:42,Cookies & Cream,4.5,72,"Boston, MA",42.3601,-71.0589,Trying new,2,Winter
2185,2024-07-10,14:37,Rocky Road,3.7,24,"New York, NY",40.7128,-74.006,,3,Fall
2186,2024-04-25,19:56,Rocky Road,4.55,63,"Chicago, IL",41.8781,-87.6298,Loves flavor,1,Summer
2187,2024-04-23,16:10,Matcha,5.8,77,"Seattle, WA",47.6062,-122.3321,Loves flavor,5,Summer
2188,2024-09-20,22:05,Pistachio,3.8,54,"Atlanta, GA",33.749,-84.388,Loves flavor,3,Fall
2189,2024-10-02,22:30,Pistachio,4.13,48,"Boston, MA",42.3601,-71.0589,Favorite flavor,2,Winter
2190,2024-03-10,18:54,Vanilla,3.11,11,"Dallas, TX",32.7767,-96.797,Seasonal choice,1,Spring
2191,2024-02-17,12:31,Mango,3.08,19,"Dallas, TX",32.7767,-96.797,Favorite flavor,3,Spring
2192,2024-01-31,21:31,Mango,5.72,45,"Dallas, TX",32.7767,-96.797,Loves flavor,5,Spring
2193,2024-12-15,18:04,Rocky Road,4.14,67,"Boston, MA",42.3601,-71.0589,Recommended,5,Winter
2194,2024-02-02,10:32,Vanilla,3.89,62,"Dallas, TX",32.7767,-96.797,,4,Spring
2195,2024-10-23,21:56,Coffee,3.1,50,"Atlanta, GA",33.749,-84.388,Seasonal choice,3,Winter
2196,2024-09-01,14:27,Vanilla,4.99,78,"Los Angeles, CA",34.0522,-118.2437,,4,Fall
2197,2024-03-10,12:38,Mango,5.45,12,"Houston, TX",29.7604,-95.3698,Seasonal choice,2,Spring
2198,2024-05-16,10:22,Coffee,4.52,22,"Denver, CO",39.7392,-104.9903,Loves flavor,5,Summer
2199,2024-09-06,19:07,Peppermint,4.37,80,"Phoenix, AZ",33.4484,-112.074,Trying new,4,Fall
2200,2024-04-07,18:24,Coffee,3.86,20,"Los Angeles, CA",34.0522,-118.2437,,2,Summer
2201,2024-03-12,14:13,Coffee,5.54,52,"Dallas, TX",32.7767,-96.797,Favorite flavor,2,Spring
2202,2024-01-02,21:23,Cookies & Cream,5.82,42,"Los Angeles, CA",34.0522,-118.2437,Favorite flavor,1,Spring
2203,2024-06-20,16:41,Matcha,5.38,66,"Boston, MA",42.3601,-71.0589,Recommended,2,Summer
2204,2024-09-22,15:53,Coffee,3.98,47,"Houston, TX",29.7604,-95.3698,Recommended,5,Fall
2205,2024-01-05,20:07,Strawberry,5.09,49,"San Francisco, CA",37.7749,-122.4194,Loves flavor,5,Spring
2206,2024-07-25,10:00,Peppermint,3.27,48,"Denver, CO",39.7392,-104.9903,Seasonal choice,5,Fall
2207,2024-05-14,22:28,Pistachio,3.03,19,"Phoenix, AZ",33.4484,-112.074,Favorite flavor,5,Summer
2208,2024-06-24,13:10,Matcha,4.52,61,"Atlanta, GA",33.749,-84.388,Recommended,5,Summer
2209,2024-12-21,14:05,Pistachio,5.24,62,"Boston, MA",42.3601,-71.0589,Favorite flavor,4,Winter
2210,2024-01-24,11:54,Rocky Road,4.47,59,"Phoenix, AZ",33.4484,-112.074,,3,Spring
2211,2024-11-15,12:06,Coffee,5.1,52,"Miami, FL",25.7617,-80.1918,,4,Winter
2212,2024-05-05,21:31,Rocky Road,3.05,54,"Seattle, WA",47.6062,-122.3321,Favorite flavor,4,Summer
2213,2024-01-06,21:07,Mango,5.14,12,"Boston, MA",42.3601,-71.0589,Recommended,3,Spring
2214,2024-04-01,18:05,Peppermint,3.77,47,"Chicago, IL",41.8781,-87.6298,Loves flavor,4,Summer
2215,2024-12-07,15:12,Vanilla,5.34,61,"San Francisco, CA",37.7749,-122.4194,Favorite flavor,3,Winter
2216,2024-11-26,13:26,Rocky Road,5.18,16,"Los Angeles, CA",34.0522,-118.2437,Loves flavor,4,Winter
2217,2024-02-05,22:57,Chocolate,4.69,50,"Los Angeles, CA",34.0522,-118.2437,,4,Spring
2218,2024-04-24,15:30,Cookies & Cream,3.16,54,"New York, NY",40.7128,-74.006,Loves flavor,2,Summer
2219,2024-03-28,11:19,Vanilla,4.38,46,"Los Angeles, CA",34.0522,-118.2437,Recommended,4,Spring
2220,2024-10-17,11:01,Pistachio,3.61,43,"Houston, TX",29.7604,-95.3698,Favorite flavor,2,Winter
2221,2024-02-26,17:41,Coffee,3.77,69,"Seattle, WA",47.6062,-122.3321,Seasonal choice,2,Spring
2222,2024-10-20,16:20,Pistachio,4.63,45,"Atlanta, GA",33.749,-84.388,Seasonal choice,5,Winter
2223,2024-04-06,17:47,Mango,5.13,59,"Los Angeles, CA",34.0522,-118.2437,Loves flavor,3,Summer
2224,2024-08-13,11:02,Rocky Road,3.69,55,"Boston, MA",42.3601,-71.0589,Favorite flavor,4,Fall
2225,2024-03-08,14:27,Cookies & Cream,4.78,52,"New York, NY",40.7128,-74.006,Seasonal choice,4,Spring
2226,2024-08-19,19:10,Pistachio,5.31,49,"Seattle, WA",47.6062,-122.3321,Trying new,4,Fall
2227,2024-08-26,19:17,Mango,4.68,19,"Atlanta, GA",33.749,-84.388,Favorite flavor,5,Fall
2228,2024-12-03,16:05,Coffee,3.18,30,"New York, NY",40.7128,-74.006,Favorite flavor,4,Winter
2229,2024-01-19,13:53,Chocolate,4.18,75,"Phoenix, AZ",33.4484,-112.074,Loves flavor,3,Spring
2230,2024-04-21,15:55,Pistachio,5.35,10,"Los Angeles, CA",34.0522,-118.2437,Favorite flavor,2,Summer
2231,2024-06-08,17:47,Strawberry,3.82,54,"Los Angeles, CA",34.0522,-118.2437,Loves flavor,1,Summer
2232,2024-01-11,15:31,Strawberry,3.61,40,"Chicago, IL",41.8781,-87.6298,Loves flavor,3,Spring
2233,2024-08-15,11:27,Coffee,5.99,61,"Atlanta, GA",33.749,-84.388,Seasonal choice,3,Fall
2234,2024-01-04,17:26,Mango,5.27,57,"Boston, MA",42.3601,-71.0589,,5,Spring
2235,2024-07-26,13:50,Vanilla,5.48,79,"Phoenix, AZ",33.4484,-112.074,Recommended,2,Fall
2236,2024-07-15,11:05,Matcha,5.65,50,"Houston, TX",29.7604,-95.3698,Trying new,2,Fall
2237,2024-01-08,13:29,Vanilla,5.37,62,"Chicago, IL",41.8781,-87.6298,Favorite flavor,3,Spring
2238,2024-10-26,19:34,Pistachio,3.52,76,"Boston, MA",42.3601,-71.0589,Seasonal choice,2,Winter
2239,2024-05-08,21:04,Pistachio,4.43,23,"Miami, FL",25.7617,-80.1918,Favorite flavor,1,Summer
2240,2024-10-08,12:42,Vanilla,3.74,54,"Houston, TX",29.7604,-95.3698,Loves flavor,5,Winter
2241,2024-09-17,17:51,Chocolate,5.23,62,"Houston, TX",29.7604,-95.3698,Trying new,5,Fall
2242,2024-01-27,13:03,Peppermint,3.52,77,"Dallas, TX",32.7767,-96.797,Trying new,4,Spring
2243,2024-09-08,16:24,Strawberry,5.26,35,"Atlanta, GA",33.749,-84.388,Favorite flavor,3,Fall
2244,2024-12-25,16:11,Vanilla,4.74,44,"Boston, MA",42.3601,-71.0589,Loves flavor,4,Winter
2245,2024-07-03,18:07,Strawberry,4.66,28,"New York, NY",40.7128,-74.006,,3,Fall
2246,2024-10-08,15:59,Peppermint,5.61,77,"Denver, CO",39.7392,-104.9903,Seasonal choice,5,Winter
2247,2024-01-14,20:54,Strawberry,5.46,75,"Los Angeles, CA",34.0522,-118.2437,Recommended,5,Spring
2248,2024-04-16,10:24,Peppermint,3.86,74,"Atlanta, GA",33.749,-84.388,Trying new,1,Summer
2249,2024-01-08,22:00,Vanilla,3.02,71,"Boston, MA",42.3601,-71.0589,Loves flavor,1,Spring
2250,2024-03-24,13:28,Cookies & Cream,3.95,24,"Chicago, IL",41.8781,-87.6298,Favorite flavor,2,Spring
2251,2024-07-05,22:08,Peppermint,3.66,16,"Houston, TX",29.7604,-95.3698,Trying new,2,Fall
2252,2024-05-20,21:59,Rocky Road,3.42,18,"Atlanta, GA",33.749,-84.388,Favorite flavor,4,Summer
2253,2024-01-30,22:07,Strawberry,4.11,71,"Phoenix, AZ",33.4484,-112.074,Recommended,4,Spring
2254,2024-09-24,14:21,Chocolate,4.07,54,"San Francisco, CA",37.7749,-122.4194,Favorite flavor,5,Fall
2255,2024-02-11,13:52,Rocky Road,4.1,11,"Atlanta, GA",33.749,-84.388,Loves flavor,1,Spring
2256,2024-06-20,11:31,Peppermint,4.73,39,"Los Angeles, CA",34.0522,-118.2437,Favorite flavor,1,Summer
2257,2024-05-11,20:43,Pistachio,4.86,26,"San Francisco, CA",37.7749,-122.4194,Trying new,2,Summer
2258,2024-03-01,13:26,Pistachio,5.58,70,"Denver, CO",39.7392,-104.9903,Recommended,1,Spring
2259,2024-02-19,14:38,Mango,4.82,10,"New York, NY",40.7128,-74.006,,3,Spring
2260,2024-06-18,16:00,Peppermint,3.48,67,"San Francisco, CA",37.7749,-122.4194,Seasonal choice,5,Summer
2261,2024-06-18,11:58,Pistachio,4.67,53,"Atlanta, GA",33.749,-84.388,Loves flavor,4,Summer
2262,2024-08-07,22:52,Cookies & Cream,4.17,42,"Denver, CO",39.7392,-104.9903,Trying new,2,Fall
2263,2024-05-28,21:57,Coffee,4.0,15,"Atlanta, GA",33.749,-84.388,Favorite flavor,1,Summer
2264,2024-09-13,16:09,Pistachio,3.94,71,"Boston, MA",42.3601,-71.0589,Trying new,2,Fall
2265,2024-11-22,17:45,Strawberry,5.83,32,"Denver, CO",39.7392,-104.9903,Seasonal choice,4,Winter
2266,2024-02-06,14:56,Strawberry,5.56,56,"Los Angeles, CA",34.0522,-118.2437,Trying new,4,Spring
2267,2024-10-06,13:40,Coffee,3.43,53,"Atlanta, GA",33.749,-84.388,Trying new,1,Winter
2268,2024-12-23,13:37,Pistachio,3.36,30,"Phoenix, AZ",33.4484,-112.074,Favorite flavor,3,Winter
2269,2024-03-30,22:30,Pistachio,4.35,36,"Phoenix, AZ",33.4484,-112.074,Trying new,3,Spring
2270,2024-07-07,19:22,Vanilla,5.2,52,"Houston, TX",29.7604,-95.3698,Favorite flavor,4,Fall
2271,2024-08-18,12:41,Mango,3.07,55,"Atlanta, GA",33.749,-84.388,Recommended,2,Fall
2272,2024-04-04,22:57,Matcha,3.46,26,"Boston, MA",42.3601,-71.0589,Trying new,4,Summer
2273,2024-05-17,22:35,Pistachio,5.05,17,"Dallas, TX",32.7767,-96.797,Loves flavor,3,Summer
2274,2024-03-04,18:02,Peppermint,4.44,37,"Atlanta, GA",33.749,-84.388,,4,Spring
2275,2024-01-08,12:22,Chocolate,5.8,40,"Atlanta, GA",33.749,-84.388,,4,Spring
2276,2024-11-13,14:54,Chocolate,4.97,60,"Denver, CO",39.7392,-104.9903,Recommended,2,Winter
2277,2024-06-28,11:54,Pistachio,5.32,70,"Phoenix, AZ",33.4484,-112.074,Seasonal choice,1,Summer
2278,2024-07-01,11:09,Vanilla,4.79,42,"San Francisco, CA",37.7749,-122.4194,Trying new,3,Fall
2279,2024-03-30,13:23,Strawberry,3.24,65,"San Francisco, CA",37.7749,-122.4194,Recommended,5,Spring
2280,2024-04-14,14:36,Mango,5.73,44,"Dallas, TX",32.7767,-96.797,,5,Summer
2281,2024-05-27,17:15,Vanilla,4.73,29,"New York, NY",40.7128,-74.006,,3,Summer
2282,2024-10-20,11:06,Strawberry,5.25,11,"Miami, FL",25.7617,-80.1918,,4,Winter
2283,2024-11-10,10:34,Mango,5.33,76,"Los Angeles, CA",34.0522,-118.2437,,3,Winter
2284,2024-04-14,14:38,Mango,3.35,29,"Chicago, IL",41.8781,-87.6298,Trying new,1,Summer
2285,2024-06-28,12:20,Strawberry,5.34,27,"Miami, FL",25.7617,-80.1918,Loves flavor,2,Summer
2286,2024-09-18,15:58,Cookies & Cream,4.06,39,"Miami, FL",25.7617,-80.1918,,3,Fall
2287,2024-12-08,12:44,Matcha,4.78,72,"Boston, MA",42.3601,-71.0589,,1,Winter
2288,2024-07-05,14:51,Mango,4.17,35,"Seattle, WA",47.6062,-122.3321,Recommended,3,Fall
2289,2024-05-28,14:19,Pistachio,5.76,46,"Dallas, TX",32.7767,-96.797,,2,Summer
2290,2024-10-01,13:44,Strawberry,4.22,77,"Phoenix, AZ",33.4484,-112.074,Seasonal choice,1,Winter
2291,2024-01-24,10:19,Strawberry,3.26,32,"Chicago, IL",41.8781,-87.6298,Loves flavor,3,Spring
2292,2024-04-24,20:40,Matcha,3.61,19,"Houston, TX",29.7604,-95.3698,Favorite flavor,5,Summer
2293,2024-07-03,19:29,Strawberry,5.12,14,"Phoenix, AZ",33.4484,-112.074,Loves flavor,3,Fall
2294,2024-10-28,16:09,Mango,3.8,44,"Houston, TX",29.7604,-95.3698,Favorite flavor,5,Winter
2295,2024-06-27,10:30,Matcha,4.86,14,"Atlanta, GA",33.749,-84.388,Loves flavor,1,Summer
2296,2024-02-11,20:59,Vanilla,3.26,37,"Dallas, TX",32.7767,-96.797,Recommended,4,Spring
2297,2024-08-16,16:50,Strawberry,4.49,49,"Boston, MA",42.3601,-71.0589,,3,Fall
2298,2024-04-06,12:22,Matcha,3.63,75,"Atlanta, GA",33.749,-84.388,,4,Summer
2299,2024-07-31,10:05,Strawberry,3.33,43,"Houston, TX",29.7604,-95.3698,,4,Fall
2300,2024-08-16,10:12,Mango,3.7,12,"New York, NY",40.7128,-74.006,,5,Fall
2301,2024-07-03,13:47,Strawberry,5.92,26,"Miami, FL",25.7617,-80.1918,Trying new,4,Fall
2302,2024-01-20,21:30,Cookies & Cream,3.12,24,"New York, NY",40.7128,-74.006,Recommended,4,Spring
2303,2024-10-08,16:24,Rocky Road,3.88,49,"Chicago, IL",41.8781,-87.6298,Loves flavor,3,Winter
2304,2024-02-24,16:29,Pistachio,3.7,49,"Miami, FL",25.7617,-80.1918,,5,Spring
2305,2024-09-06,14:10,Strawberry,4.7,25,"Denver, CO",39.7392,-104.9903,Favorite flavor,2,Fall
2306,2024-12-18,10:56,Strawberry,3.63,34,"Denver, CO",39.7392,-104.9903,Loves flavor,5,Winter
2307,2024-07-20,17:46,Peppermint,3.52,50,"Denver, CO",39.7392,-104.9903,,5,Fall
2308,2024-04-29,15:32,Cookies & Cream,4.48,25,"Atlanta, GA",33.749,-84.388,,2,Summer
2309,2024-12-14,17:25,Peppermint,4.26,31,"New York, NY",40.7128,-74.006,Recommended,5,Winter
2310,2024-09-16,19:14,Chocolate,4.26,62,"Atlanta, GA",33.749,-84.388,Trying new,1,Fall
2311,2024-07-21,11:44,Peppermint,3.44,69,"Denver, CO",39.7392,-104.9903,Favorite flavor,4,Fall
2312,2024-06-22,19:25,Vanilla,4.25,12,"Houston, TX",29.7604,-95.3698,Trying new,1,Summer
2313,2024-09-11,22:34,Vanilla,4.45,19,"Houston, TX",29.7604,-95.3698,,5,Fall
2314,2024-02-25,13:16,Peppermint,5.35,24,"Chicago, IL",41.8781,-87.6298,Trying new,1,Spring
2315,2024-11-06,17:51,Chocolate,3.49,39,"Los Angeles, CA",34.0522,-118.2437,Seasonal choice,4,Winter
2316,2024-01-30,10:04,Rocky Road,4.46,35,"Atlanta, GA",33.749,-84.388,Favorite flavor,5,Spring
2317,2024-02-22,21:41,Mango,3.85,22,"Phoenix, AZ",33.4484,-112.074,Favorite flavor,3,Spring
2318,2024-11-30,10:08,Matcha,4.62,13,"San Francisco, CA",37.7749,-122.4194,Loves flavor,5,Winter
2319,2024-10-11,17:28,Pistachio,3.03,50,"Los Angeles, CA",34.0522,-118.2437,Seasonal choice,5,Winter
2320,2024-06-03,10:26,Strawberry,3.56,78,"Atlanta, GA",33.749,-84.388,Favorite flavor,2,Summer
2321,2024-01-01,16:52,Cookies & Cream,4.98,51,"San Francisco, CA",37.7749,-122.4194,,1,Spring
2322,2024-01-30,21:32,Matcha,4.27,36,"Boston, MA",42.3601,-71.0589,Recommended,5,Spring
2323,2024-12-21,12:46,Mango,4.58,54,"Atlanta, GA",33.749,-84.388,,5,Winter
2324,2024-12-28,18:42,Chocolate,3.56,48,"Seattle, WA",47.6062,-122.3321,,5,Winter
2325,2024-10-23,17:28,Mango,5.47,75,"Phoenix, AZ",33.4484,-112.074,Recommended,5,Winter
2326,2024-12-19,14:40,Strawberry,4.9,10,"Phoenix, AZ",33.4484,-112.074,Seasonal choice,1,Winter
2327,2024-11-26,12:34,Chocolate,4.14,52,"Dallas, TX",32.7767,-96.797,Loves flavor,4,Winter
2328,2024-08-28,16:59,Vanilla,3.37,23,"Houston, TX",29.7604,-95.3698,Favorite flavor,4,Fall
2329,2024-11-09,14:31,Pistachio,4.06,57,"San Francisco, CA",37.7749,-122.4194,,4,Winter
2330,2024-12-24,10:19,Vanilla,3.68,28,"Boston, MA",42.3601,-71.0589,,5,Winter
2331,2024-03-18,22:30,Cookies & Cream,5.59,24,"Miami, FL",25.7617,-80.1918,Trying new,2,Spring
2332,2024-01-07,22:44,Strawberry,4.84,31,"Phoenix, AZ",33.4484,-112.074,Favorite flavor,2,Spring
2333,2024-06-09,18:17,Coffee,3.12,17,"Los Angeles, CA",34.0522,-118.2437,Recommended,1,Summer
2334,2024-07-23,22:14,Chocolate,4.52,51,"Atlanta, GA",33.749,-84.388,,2,Fall
2335,2024-12-12,16:35,Matcha,3.5,67,"Atlanta, GA",33.749,-84.388,Loves flavor,4,Winter
2336,2024-06-07,13:23,Matcha,3.33,52,"Seattle, WA",47.6062,-122.3321,Loves flavor,5,Summer
